Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
PAPA MURPHY'S,Fast Food:Restaurant without liquor,Active,123 LINCOLN WAY ,,AMES,50010
PAPA MURPHY'S,Fast Food:Restaurant without liquor,Active,4621 NW 86TH ST ,,URBANDALE,50322
PAPA MURPHY'S,Fast Food:Restaurant without liquor,Active,1011 JEFFERSON ,,INDIANOLA,50125
PAPA MURPHY'S,Fast Food:Restaurant without liquor,Active,408 EDGEWOOD RD NW ,,CEDAR RAPIDS,52405
PAPA MURPHY'S ,Fast Food:Restaurant without liquor,Active,2813 5TH AVE S ,,FORT DODGE,50501
PAPA MURPHY'S PIZZA,Fast Food:Restaurant without liquor,Active,2406 53RD ST ,STE 5 ,Davenport,52807
PAPA MURPHY'S PIZZA,Fast Food:Restaurant without liquor,Active,1815 2ND ST ,STE B ,CORALVILLE,52241
PAPA MURPHY'S PIZZA,Fast Food:Restaurant without liquor,Active,3209 DEVILS GLEN RD ,,Bettendorf,52722
PAPA MURPHY'S PIZZA,Fast Food:Restaurant without liquor,Active,1751 Madison  AVE ,STE 100 ,Council Bluffs,51503
PAPA MURPHY'S PIZZA,Fast Food:Restaurant without liquor,Active,2300 MUSCATINE AVE ,,Iowa City,52240
PAPA MURPHYS PIZZA - MADISON,Fast Food:Restaurant without liquor,Active,1751 MADISON AVE ,STE 1006 ,COUNCIL BLUFFS,51503
REDBAND COFFEE COMPANY,Fast Food:Restaurant without liquor,Active,110 W 13TH ST ,,DAVENPORT,52803
REY DE REYES,Fast Food:Restaurant without liquor,Active,210 MAIN ST ,,COLUMBUS JUNCTION,52738
SLEEPY HOLLOW,Fast Food:Restaurant without liquor,Active,3340 BLACK HAWK AVE NW ,,OXFORD,52322
STARBUCKS COFFEE #2855,Fast Food:Restaurant without liquor,Active,228 S CLINTON ST ,,IOWA CITY,52240
AMANA COLONIES BAKERY & CAFE ,Fast Food:Restaurant without liquor Bakery,Active,4522 220TH TRL ,,AMANA,52203
BEYOND THE BAR BAKERY,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,404 Water ST ,,Decorah,52101
GREAT HARVEST BAKERY & CAFE,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,502 Burnett AVE ,,Ames,50010
HILAND BAKERY ,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,3615 6TH  AVE ,,Des Moines,50313
LISA'S BAKE SHOP,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,1306 18TH ST ,UNIT A ,Spirit Lake,51360
PERKINS RESTAURANT & BAKERY,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,2785 Plaza DR ,,Dubuque,52002
PIECE OF CAKE,Fast Food:Restaurant without liquor Bakery:Stand Alone,Active,25 CENTRAL AVE SW ,,LE MARS,51031
NATALIA'S BAKERY,Fast Food:Restaurant without liquor Bakery:Supermarket/Grocery Store Convenience Store (FE),Active,2025 COURT ST ,,SIOUX CITY,51104
HY-VEE FOOD STORE/DELI,Fast Food:Restaurant without liquor Bakery:Supermarket/Grocery Store Discount Grocery Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,1605 BROADWAY ,,RED OAK,51566
FAMILY FARE #791,Fast Food:Restaurant without liquor Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Discount Grocery,Active,1801 VALLEY VIEW DR ,,COUNCIL BLUFFS,51503
LAGOMARCINOS  ,Fast Food:Restaurant without liquor Candy Store,Active,2132 E 11TH ST ,,DAVENPORT,52803
EXPRESSLANE INC,Fast Food:Restaurant without liquor Convenience Store,Active,17948  GREAT RIVER  RD ,PO BOX 41 ,Pleasant Valley,52767
DODGE STREET COFFEEHOUSE,Fast Food:Restaurant without liquor Convenience Store (FE),Active,2790 N DODGE ST ,,Iowa City,52245
DUNKIN',Fast Food:Restaurant without liquor Convenience Store (FE),Active,8 S CLINTON ST ,,Iowa City,52240
FLEET FARM FUEL,Fast Food:Restaurant without liquor Convenience Store (FE),Active,5860 SUNNYBROOK DR ,,Sioux City,51106
HEYN'S ICE CREAM,Fast Food:Restaurant without liquor Convenience Store (FE),Active,811 S 1ST AVE ,,IOWA CITY,52245
HY-VEE FAST AND FRESH ,Fast Food:Restaurant without liquor Convenience Store (FE),Active,5169 MERLE HAY RD ,,JOHNSTON,50131
KUM & GO #117,Fast Food:Restaurant without liquor Convenience Store (FE),Active,300 18TH ST ,,SPIRIT LAKE,51360
KUM & GO #251,Fast Food:Restaurant without liquor Convenience Store (FE),Active,1005 GORDON DR ,,Sioux City,51101
KWIK STAR #1025,Fast Food:Restaurant without liquor Convenience Store (FE),Active,1724 CENTRAL AVE ,,Estherville,51334
LOVE'S TRAVEL STOP #361,Fast Food:Restaurant without liquor Convenience Store (FE),Active,4400 S 22ND AVE E ,,NEWTON,50208
MCDERMOTT OIL COMPANY,Fast Food:Restaurant without liquor Convenience Store (FE),Active,1501 1ST AVE E ,,CASCADE,52033
OTHO CONVENIENCE & FOOD,Fast Food:Restaurant without liquor Convenience Store (FE),Active,210 HIGHWAY ST ,,OTHO,50569
PILOT TRAVEL CENTER #373,Fast Food:Restaurant without liquor Convenience Store (FE),Active,11957 DOUGLAS AVE ,,URBANDALE,50322
SALEM STUB,Fast Food:Restaurant without liquor Convenience Store (FE),Active,3160 HIGHWAY 218 ,,SALEM,52649
SIMPLY NOURISHED,Fast Food:Restaurant without liquor Convenience Store (FE),Active,419 Main AVE ,,Clear Lake,50428
TARGET STORE #1800,Fast Food:Restaurant without liquor Convenience Store (FE),Active,5775 SUNNYBROOK DR ,,SIOUX CITY,51106
TARGET STORES T 878,Fast Food:Restaurant without liquor Convenience Store (FE),Active,2910 1ST AVE S ,,FORT DODGE,50501
YESWAY STORE #1148,Fast Food:Restaurant without liquor Convenience Store (FE),Active,1701 Iowa AVE E ,,Marshalltown,50158
CASEY'S GENERAL STORE #2865,Fast Food:Restaurant without liquor Convenience Store (FE) Fast Food:Convenience Store (RS),Active,5908 NORDIC DR ,,CEDAR FALLS,50613
KWIK STOP FOOD MART,Fast Food:Restaurant without liquor Convenience Store (FE) Fast Food:Convenience Store (RS),Active,4039 PENNSYLVANIA AVE ,,DUBUQUE,52002
MRS. B'S,Fast Food:Restaurant without liquor Convenience Store (FE) Fast Food:Convenience Store (RS),Active,623 MARION ST ,,REMSEN,51050
PILOT TRAVEL CENTER #131-SUBWAY,Fast Food:Restaurant without liquor Convenience Store (FE) Fast Food:Convenience Store (RS),Active,2010 W CLAY ST ,,OSCEOLA,50213
THE PUMPER/MEATZY'S DELI,Fast Food:Restaurant without liquor Convenience Store (FE) Fast Food:Convenience Store (RS),Active,515 W WATER ST ,,FAYETTE,52142
WALMART #4606,Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store Discount Grocery:General Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,2400 COLLEGE DR ,,OSCEOLA,50213
WALMART #1431,Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store Fast Food:Snack Bar Convenience Store (FE) Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,300 N PARK DR ,,Keokuk,52632
ONEOTA COMMUNITY FOOD CO-OP,Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store,Active,312 W WATER ST ,,DECORAH,52101
TARGET STORES T 804,Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,3450 4TH ST SW ,,MASON CITY,50401
FOXY BOBCAT'S GENERAL STORE,Fast Food:Restaurant without liquor Discount Grocery,Active,201 Main ST ,,Ellston,50074
KANSAS STREET DELI,Fast Food:Restaurant without liquor Discount Grocery,Active,101 KANSAS ST ,,AFTON,50830
ROSITA'S MEXICAN STORE,Fast Food:Restaurant without liquor Discount Grocery,Active,118 SHERMAN ST ,STE 102 ,AMES,50010
WILDER THYMES NATURAL FOODS,Fast Food:Restaurant without liquor Discount Grocery:General,Active,711 16TH ST ,,SPIRIT LAKE,51360
SPENCER GROCERY,Fast Food:Restaurant without liquor Discount Grocery:General Deli:Supermarket/Grocery Store,Active,107 E CHARITON ST ,,MORAVIA,52571
LA SANTISIMA TRINIDAD,Fast Food:Restaurant without liquor Discount Grocery:General Meat:Supermarket/Grocery Store ,Active,225 MAIN ST ,,COLUMBUS JUNCTION,52738
BROTHER'S MARKET,Fast Food:Restaurant without liquor Discount Grocery:General Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,105 SE NIXON ST ,,CASCADE,52033
EVERYBODY'S WHOLE FOODS,Fast Food:Restaurant without liquor Discount Grocery:General Produce:Supermarket/Grocery Store,Active,501 N 2ND ,,FAIRFIELD,52556
ARMONI CORPORATION,Fast Food:Restaurant without liquor Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Discount Grocery,Active,3900 E 14TH ST ,STE 1 ,DES MOINES,50313
WALMART #647,Fast Food:Restaurant without liquor Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,415 INDUSTRIAL AVE ,,GRINNELL,50112
EUPHORIA COFFEE,Fast Food:Restaurant without liquor Other,Active,124 E ELM ST ,,West Union,52175
JAVA HOUSE,Fast Food:Restaurant without liquor Other,Active,855 HIGHWAY 965 ,STE A ,North Liberty,52317
MADDI B'S PIZZA CO,Fast Food:Restaurant without liquor Other,Active,1202 CURTIS BRIDGE  RD NE ,,Swisher,52338
PAPA MURPHY'S ,Fast Food:Restaurant without liquor Other,Active,2500 CENTER ST ,,MARSHALLTOWN,50158
HY-VEE,Fast Food:Restaurant without liquor Seafood:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Bakery:Supermarket,Active,823 2ND ST ,,WEBSTER CITY,50595
BARKSDALE'S STATE FAIR COOKIES,Fast Food:Restaurant without liquor Temporary Food,Active,3000 E Grand RD ,VI Bldg ,Des Moines,50317
BELLISSIMO COFFEE WORKS,Fast Food:Snack Bar,Active,410  4TH ST SW ,,Le Mars,51031
SAMS CLUB 8238 ,Fast Food:Snack Bar,Active,3887 ELMORE AVE ,,DAVENPORT,52807
THE MCCOY SMOOTHIES & MORE,Fast Food:Snack Bar,Active,220 N MAIN ST ,,CHARLES CITY,50616
BREW,Fast Food:Snack Bar Convenience Store (FE),Active,346 PLYMOUTH ST SW ,,Le Mars,51031
SWEDISH HERITAGE SOC FOUNDATIO,Fast Food:Snack Bar Convenience Store (FE),Active,107 JAMES AVE ,,SWEDESBURG,52652
WW HOMESTEAD DAIRY,Fast Food:Snack Bar Convenience Store (FE),Active,850 ROSSVILLE RD ,,WAUKON,52172
GOODIES HANDMADE CANDIES,Fast Food:Snack Bar Fast Food:Restaurant without liquor Candy Store,Active,2321 30TH ST ,,SPIRIT LAKE,51360
JV VINEYARD & RETREAT,Food Processing Plant Convenience Store,Active,343 180th  ST ,,Scranton,51462
ALL ABOUT PIES ,"Food Processing Plants - GMP:Bakery Products, Doughs, Bakery Mixes, and Icings",Active,210 N MONROE ,,MONROE,50170
LARA'S BAKERY #3,"Food Processing Plants - GMP:Bakery Products, Doughs, Bakery Mixes, and Icings Bakery",Active,701 N 3RD AVE ,STE C ,MARSHALLTOWN,50158
KALONA CHOCOLATES,"Food Processing Plants - GMP:Candy w/o Chocolate, Candy Specialties, and Gum Food Processing Plants - GMP:Chocolate and Cocoa Products Candy Store Full Service:Cafeteria",Active,211 5TH ST ,,KALONA,52247
DETWEILER'S BULK FOODS,Food Processing Plants - GMP:Fruits and Fruit Products,Active,1401 140th ST ,,Fairbank,50629
IOWA ORCHARD,Food Processing Plants - GMP:Fruits and Fruit Products Bakery:Stand Alone Produce,Active,9875 MEREDITH DR ,,URBANDALE,50322
PRIDE OF IOWA SANDWICHES,"Food Processing Plants - GMP:Mult. Food SPEC Dinners, Gravies, Sauces, & Specia Food Processing Plant",Active,2273 HWY 6 TRL ,,MARENGO,52301
FAMILY TRADITIONS MEAT COMPANY,Food Processing Plants - GMP:Vegetable and Vegetable Products Deli:Supermarket/Grocery Store Full Service:Catering Fast Food:Convenience Store (RS),Active,405 Sherman AVE ,,Ackley,50601
WILLIAMS & SONS ORCHARD,Food Processing Plants - Juice:Fruits and Fruit Products,Active,11722 W 99TH ST S ,,PRAIRIE CITY,50228
ANVIL MEAT MARKET & DELI,Full Service,Active,92 16th AVE SW ,,Cedar Rapids,52404
BRAD'S BREADS & BAKERY,Full Service,Active,101 CENTRAL AVE NE ,,Orange City,51041
CAMPBELL'S NUTRITION CENTER ,Full Service,Active,4040 UNIVERSITY ,STE D ,DES MOINES,50311
CID - THE HIGH PORCH,Full Service,Active,2121 Arthur Collins Parkway ,,Cedar Rapids,52404
CLYDE'S/WESTSIDE MARKET,Full Service,Active,141 UNION DRIVE COMMUNITY CTR ,,AMES,50012
"DEPOT EXPRESS WILLIAMSBURG, THE",Full Service,Active,103 HIGHLAND ST ,,WILLIAMSBURG,52361
DOLLAR TREE #8444,Full Service,Active,3215 Johnson AVE NW ,,Cedar Rapids,52405
DUTCH OVEN BAKERY,Full Service,Active,219 DUFF AVE ,,AMES,50010
FEEDWELL KITCHEN AND BAKERY LLC,Full Service,Active,560 Boyson RD NE ,STE A ,Cedar Rapids,52402
FRIEDRICH'S COFFEE,Full Service,Active,5800 FLEUR DR ,,DES MOINES,50321
GREAT HARVEST BREAD COMPANY,Full Service,Active,5070 LINDALE DR ,,CEDAR RAPIDS,52402
HISSHO SUSHI @ TARGET 1771,Full Service,Active,3405 Edgewood RD SW ,,Cedar Rapids,52404
HISSHO SUSHI@ TARGET 1768,Full Service,Active,1030 Blairs Ferry RD NE ,,Cedar Rapids,52402
HY-VEE C-STORE #3,Full Service,Active,2300 BOWLING ST ,,CEDAR RAPIDS,52404
IOWA 80 BLIMPIE/FUEL CENTER,Full Service,Active,390 W IOWA 80 RD ,,WALCOTT,52773
IOWA POPCORN COMPANY,Full Service,Active,714 10th ST ,,Marion,52302
KUM & GO #246,Full Service,Active,111 JEFFERSON ST ,,WINTERSET,50273
MOOSE MCDUFFY'S,Full Service,Active,834 1st AVE NE ,,Cedar Rapids,52402
PERKINS FAMILY RESTAURANT,Full Service,Active,325 S DUFF AVE ,,AMES,50010
PERKINS RESTAURANT AND BAKERY,Full Service,Active,3310 Southgate  CT SW ,,Cedar Rapids,52404
PERKINS RESTAURANT AND BAKERY,Full Service,Active,315 Colllins RD NE ,,Cedar Rapids,52402
PILOT TRAVEL CENTER & DELI #496,Full Service,Active,2086 ATALISSA RD ,,ATALISSA,52720
SYKORA BAKERY LLC,Full Service,Active,73 16TH AVE SW ,,CEDAR RAPIDS,52404
THE FANCY FRITTER,Full Service,Active,138 S MAIN ,,MONTICELLO,52310
TROY STORE,Full Service,Active,5913 Troy Mills  RD ,,Troy Mills,52344
VILLAGE INN #110855,Full Service,Active,3410 8TH ST SW ,,ALTOONA,50009
WHITTIER MARKET,Full Service,Active,1002 COUNTY HOME RD ,,SPRINGVILLE,52336
CASEY'S GENERAL STORE #3434,Full Service Convenience Store (FE),Active,1101 JEFFERSON AVE ,,Denver,50622
KUM & GO #508,Full Service Convenience Store (FE),Active,30 FOUR OAKS DR SW ,,CEDAR RAPIDS,52404
KUM & GO #514,Full Service Convenience Store (FE),Active,1420 MT VERNON RD SE ,,CEDAR RAPIDS,52403
MARION MARKET & CAFE,Full Service Convenience Store (FE),Active,5005 10TH AVE ,,MARION,52302
PILOT TRAVEL CENTER #1092,Full Service Convenience Store (FE),Active,8950 Earhart LN SW ,,Cedar Rapids,52404
WALFORD BP,Full Service Convenience Store (FE),Active,200 HIGHWAY 151 ,,WALFORD,52351
HY-VEE #4,Full Service Deli:Supermarket/Grocery Store,Active,1556 1ST AVE NE ,,CEDAR RAPIDS,52402
TARGET STORE T1771,Full Service Deli:Supermarket/Grocery Store,Active,3400 EDGEWOOD RD SW ,,CEDAR RAPIDS,52404
WAL-MART  #2716,Full Service Deli:Supermarket/Grocery Store,Active,3601 29TH AVE SW ,,CEDAR RAPIDS,52404
DURANGO'S MEXICAN GRILL,Full Service Discount Grocery,Active,926 3RD AVE ,,SHELDON,51201
HY-VEE FAST AND FRESH #1,Full Service Discount Grocery Convenience Store (FE) Seafood:Supermarket/Grocery Store,Active,3200 E KIMBERLY RD ,,Davenport,52807
HY-VEE FOOD STORE,Full Service Fast Food:Catering Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,1200 S 16TH ,,CLARINDA,51632
SAPP BROS. NEBRASKA CITY - PERCIVAL,Full Service Fast Food:Convenience Store (RS),Active,2496 210TH AVE ,,PERCIVAL,51648
HY-VEE #2,Full Service Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,2181 Logan  AVE ,,WATERLOO,50703
WALMART #2889,Full Service Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,2715 S 25TH ST ,,CLINTON,52732
HYVEE 5,Full Service Seafood:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store,Active,2351 W LOCUST  ST ,,DAVENPORT,52804
9505 CAFE  @ JOHN DEERE,Full Service:Cafeteria,Active,9505 Northpark DR ,,Johnston,50131
"HAB PETROLEUM, INC.",Full Service:Cafeteria,Active,127 JEFFERSON ,,WATERLOO,50701
MAC'S PLACE,Full Service:Cafeteria,Active,120 JEFFERSON ST ,,Waterloo,50701
UNITED VENDING & FOOD SERVICE - SEABOARD TRIUMPH FOODS,Full Service:Cafeteria,Active,5555 SEABOARD TRIUMPH PKWY ,,Sioux City,51111
SODEXO @ P & G IOWA CITY,Full Service:Cafeteria Convenience Store (FE),Active,2200 LOWER MUSCATINE RD ,,Iowa City,52240
WALDORF UNIVERSITY ,Full Service:Cafeteria Convenience Store (FE),Active,106 S 6TH ST ,,FOREST CITY,50436
WELLMARK BCBS,Full Service:Cafeteria Convenience Store (FE),Active,1331 GRAND AVE ,,DES MOINES,50309
5005 BISTRO@ TOYOTA FINANCIAL,Full Service:Cafeteria Convenience Store (FE):Unattended Food Establishment,Active,5005 N River BLVD NE ,,Cedar Rapids,52411
ARAMARK #1443 @ JOHN DEERE DUBUQUE WORKS,Full Service:Cafeteria Convenience Store (FE):Unattended Micro Market,Active,18600 JOHN DEERE RD ,,DUBUQUE,52004
ANGERER EATS,Full Service:Catering,Active,806 40TH  AVE ,,Bettendorf,52722
BEER BELLY BARBECUE,Full Service:Catering,Active,13061 170TH ST ,,What Cheer,50268
BO' HUNK BBQ,Full Service:Catering,Active,303 NW BENTON ST ,,BLAIRSTOWN,52209
HY-VEE FOOD STORE,Full Service:Catering Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Full Service:Restaurant without l,Active,528 HWY 1 S ,,WASHINGTON,52353
HY-VEE FOOD STORE,Full Service:Catering Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,1500 18TH ST ,,SPIRIT LAKE,51360
EMPTY NEST WINERY,Full Service:Catering Bar:Taverns with food prep ,Active,1352 Apple RD ,,Waukon,52172
J & D MART,Full Service:Catering Convenience Store (FE),Active,6835 COLUMBUS ST ,,NEW VIENNA,52065
FAST TRAK,Full Service:Catering Convenience Store Fast Food,Active,24687 HWY 13 N ,,ELKADER,52043
BEST OF IOWA,Full Service:Catering Deli:Stand alone Produce:Stand Alone,Active,111 5th Street ,,Kalona,52247
HY-VEE - WEST DES MOINES #4,Full Service:Catering Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,555 S 51ST ST ,,WEST DES MOINES,50265
ARCADIA MEATS,Full Service:Catering Discount Grocery,Active,102 MAIN ST ,,ARCADIA,51430
HY-VEE FOOD STORE,Full Service:Catering Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store,Active,500 S FREMONT ,,Shenandoah,51601
RANDALLS STOP N SHOP,Full Service:Catering Discount Grocery:General Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,320 5TH STREET ,,HUDSON,50643
HY-VEE FOOD AND DRUGSTORE,Full Service:Catering Full Service:Cafeteria Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Seafood:Supermarket/Grocery Store,Active,115 S 29TH ST ,,FORT DODGE,50501
MISS PHAY CAFE,Full Service:Catering Full Service:Restaurant with Liqour,Active,512 BRADY ST ,,Davenport,52801
S & S LOCKER,Full Service:Catering Meat:Meat Locker ,Active,514 MAIN ST ,,OSAGE,50461
"KAMPEN FOODS, INC.",Full Service:Catering Meat:Supermarket/Grocery Store  Discount Grocery:General Deli:Supermarket/Grocery Store,Active,113 S BROADWAY AVE ,,WEST BEND,50597
OTTS' POPS - INDIE POPS LLC,Full Service:Commissary ,Active,200 Railroad ST ,,Decorah,52101
PANCAKE MAN,Full Service:Commissary ,Active,22252 THREE BRIDGES RD ,,Council Bluffs,51503
PIES & PASTRIES BY LANA @ MICKLE CENTER SHARED USE KITCHEN,Full Service:Commissary ,Active,1620 Pleasant ST ,,Des Moines,50314
PRIMAL INDULGENCE @ KITCHEN COUNCIL ,Full Service:Commissary ,Active,1001 S 6TH  ST ,,Council Bluffs,51503
SISTER'S HOME STYLE ENTREES - NEW PRODUCTION FACILITY,Full Service:Commissary ,Active,1303 N 22nd ST ,,Humboldt,50548
KITCHEN SPACES,Full Service:Commissary  Full Service:Catering,Active,1139 24th ST ,,Des Moines,50311
MINDY'S MEALS,Full Service:Commissary  Full Service:Catering,Active,1009 Pearl ST ,,Grinnell,50112
LORAS COLLEGE ,Full Service:Private/public service institution Production Site,Active,1450 ALTA VISTA ,,DUBUQUE,52001
LITTLE SWAN LAKE WINERY,Full Service:Private/public service institution Production Site Full Service:Restaurant with Liqour,Active,1350 320TH AVE ,,ESTHERVILLE,51334
ONE VISION,Full Service:Private/public service institution Production Site Other,Active,1200 N 9TH ST W ,,CLEAR LAKE,50428
"+39 RESTAURANT, MARKET & CANTINA",Full Service:Restaurant with Liqour,Active,2640 STANGE RD ,,AMES,50010
BOBBERS GRILL,Full Service:Restaurant with Liqour,Active,1850 SCALES BEND RD NE ,,NORTH LIBERTY,52317
CATFISH CHARLIE'S,Full Service:Restaurant with Liqour,Active,1630 E 16TH ST ,,DUBUQUE,52001
CEDAR VALLEY FISH MARKET INC,Full Service:Restaurant with Liqour,Active,218 DIVISION ST ,,WATERLOO,50703
CHEESE SHOP DES MOINES,Full Service:Restaurant with Liqour,Active,833 42nd ST ,STE B ,DES MOINES,50312
COUNTRY JUNCTION RESTAURANT,Full Service:Restaurant with Liqour,Active,913 15TH AVE ,,DYERSVILLE,52040
DOLLAR TREE #7401,Full Service:Restaurant with Liqour,Active,510 HILDRETH ST ,,CHARLES CITY,50616
EL VALLE TIENDA CARNICERIA & GRILL ,Full Service:Restaurant with Liqour,Active,427 SUMNER AVE ,,HUMBOLDT,50548
HAWKS COFFEE SHOP,Full Service:Restaurant with Liqour,Active,110 GAUL DR ,,Sergeant Bluff,51054
LA MICHUACANA/MICHOACANA MEAT MARKET,Full Service:Restaurant with Liqour,Active,1215-1221 FRANKLIN ST ,,WATERLOO,50703
LA PLACITA,Full Service:Restaurant with Liqour,Active,321 W 4TH ST ,,Waterloo,50701
MILLWORK MARKETPLACE,Full Service:Restaurant with Liqour,Active,333 E 10th ST ,UNIT 231 ,Dubuque,52001
"RELISH: LOCAL FOODS, GLOBAL FLAVORS",Full Service:Restaurant with Liqour,Active,834 PARK ST ,,GRINNELL,50112
RUBE'S STEAKHOUSE,Full Service:Restaurant with Liqour,Active,118 ELM ST ,,MONTOUR,50173
SODE'S GREEN ACRE,Full Service:Restaurant with Liqour,Active,7 Goethe ST ,,GUTTENBERG,52052
TAJ MAHAL,Full Service:Restaurant with Liqour,Active,3939 CENTER POINT RD NE ,,CEDAR RAPIDS,52402
TAQUERIA TARASCOS & MINI MARKET,Full Service:Restaurant with Liqour,Active,1005 W LINCOLN WAY ,,MARSHALLTOWN,50158
THE BISTRO/CORNER MARKET,Full Service:Restaurant with Liqour,Active,250 WESTFIELD AVE ,,Waterloo,50701
TRUMPET BLOSSOM CAFE,Full Service:Restaurant with Liqour,Active,310 PRENTISS ST ,,IOWA CITY,52240
URBAN CELLAR,Full Service:Restaurant with Liqour,Active,640 S 50TH ST ,STE 2110 ,WEST DES MOINES,50265
VERVE,Full Service:Restaurant with Liqour,Active,327 W 3RD ST ,,Waterloo,50701
VINERIA WINE SHOP,Full Service:Restaurant with Liqour,Active,264 BLAIRS FERRY RD NE ,,CEDAR RAPIDS,52402
"WIDE RIVER WINERY, LLC",Full Service:Restaurant with Liqour,Active,106 N Cody RD ,,Le Claire,52753
WINE STYLES,Full Service:Restaurant with Liqour,Active,4201 42nd ST NE ,#170 ,Cedar Rapids,52402
MISHMASH EATS & SWEETS,Full Service:Restaurant with Liqour Bakery,Active,113 E Salem ,STE 101 ,INDIANOLA,50125
HY-VEE - WEST DES MOINES #2,Full Service:Restaurant with Liqour Bakery:Supermarket/Grocery Store Full Service:Catering Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Seafood:Supermarket/Grocery ,Active,1990 GRAND AVE ,,WEST DES MOINES,50265
"HY-VEE FOOD STORE, INC.",Full Service:Restaurant with Liqour Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,2400 2ND AVE ,,MUSCATINE,52761
HY-VEE - DES MOINES #6,Full Service:Restaurant with Liqour Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket,Active,420 Court AVE ,,Des Moines,50309
HY-VEE - COUNCIL BLUFFS #1,Full Service:Restaurant with Liqour Bar:Taverns without food prep Discount Grocery Bakery:Supermarket/Grocery Store Full Service:Catering Meat:Supermarket/Grocery Store  Produce:Supe,Active,2323 BROADWAY ,,COUNCIL BLUFFS,51501
HARBOR CAFE & MARKETPLACE,Full Service:Restaurant with Liqour Convenience Store,Active,610 HARTFORD ,,FARRAGUT,51639
ANGELINI'S PIZZA,Full Service:Restaurant with Liqour Convenience Store (FE),Active,1006 MAIN ST ,,Keokuk,52632
CASEY'S GENERAL STORE #2866,Full Service:Restaurant with Liqour Convenience Store (FE),Active,51 TOWER PARK DR ,,WATERLOO,50701
EICHMAN'S ,Full Service:Restaurant with Liqour Convenience Store (FE),Active,11941 HWY 52 ,,DUBUQUE,52002
"SKIP A WAY, LLC",Full Service:Restaurant with Liqour Convenience Store (FE),Active,3825 HARDING RD ,,Clermont,52135
IN'TVELD'S MEAT MARKET,Full Service:Restaurant with Liqour Deli:Stand alone Meat:Meat Locker ,Active,820 MAIN ST ,,PELLA,50219
HY-VEE #6,Full Service:Restaurant with Liqour Deli:Supermarket/Grocery Store,Active,4035 MOUNT VERNON RD SE ,,CEDAR RAPIDS,52403
